City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,ancud,CL,-41.8697,-73.8203,51.22,85,100,15.21,light rain
351,tura,IN,25.5198,90.2201,74.28,98,95,7.56,heavy intensity rain
352,bossier city,US,32.516,-93.7321,97.95,55,0,12.66,clear sky
353,roswell,US,34.0232,-84.3616,90.34,58,0,10.36,clear sky
354,kirakira,SB,-10.4544,161.9205,84.43,69,34,7.63,scattered clouds
355,aksu,CN,41.1231,80.2644,79.03,17,92,6.49,overcast clouds
356,thaton,MM,16.9206,97.3714,77.4,90,97,3.31,overcast clouds
357,luau,AO,-10.7073,22.2247,59.27,55,2,6.06,clear sky
358,waipawa,NZ,-41.4122,175.5153,50.29,67,10,29.91,clear sky
359,ishigaki,JP,24.3448,124.1572,84.33,94,75,14.97,broken clouds
360,kloulklubed,PW,7.0419,134.2556,77.5,73,97,12.41,overcast clouds
361,kashan,IR,33.9831,51.4364,85.59,16,0,0.0,clear sky
362,concepcion del oro,MX,24.6333,-101.4167,79.57,18,18,11.74,few clouds
363,qaqortoq,GL,60.7167,-46.0333,38.68,93,98,1.52,overcast clouds
364,buala,SB,-8.145,159.5921,84.51,65,13,6.13,few clouds
365,lhokseumawe,ID,5.1801,97.1507,76.95,82,92,3.87,overcast clouds
366,gondar,ET,12.6,37.4667,61.48,77,51,4.25,broken clouds
367,pisco,PE,-13.7,-76.2167,61.02,88,40,5.75,mist
368,westport,US,41.1415,-73.3579,72.09,88,75,5.75,broken clouds
369,bratsk,RU,56.1325,101.6142,66.69,72,100,3.47,overcast clouds
370,north bend,US,43.4065,-124.2243,59.07,85,100,11.5,overcast clouds
371,aklera,IN,24.4167,76.5667,85.66,62,98,13.04,overcast clouds
372,fujin,CN,47.26,132.0322,69.39,58,100,14.5,overcast clouds
373,batagay-alyta,RU,67.8006,130.4114,64.92,33,98,18.57,overcast clouds
374,san cristobal,VE,7.7669,-72.225,73.58,99,99,4.07,overcast clouds
375,arroyo,ES,41.6096,-4.7969,68.07,76,0,10.36,clear sky
376,bemidji,US,47.4736,-94.8803,72.9,75,40,14.97,scattered clouds
377,karaton,ID,-6.3424,106.1045,74.16,92,100,1.66,overcast clouds
378,rapid valley,US,44.0625,-103.1463,82.44,63,40,14.97,scattered clouds
379,aktash,RU,50.3,87.7333,53.56,70,97,3.06,overcast clouds
380,meulaboh,ID,4.1363,96.1285,75.97,81,100,3.51,overcast clouds
381,dongying,CN,37.4564,118.4856,76.51,55,1,11.65,clear sky
382,savalou,BJ,7.9281,1.9756,74.95,88,85,6.64,overcast clouds
383,aranos,NA,-24.1333,19.1167,54.16,47,2,14.07,clear sky
384,san carlos,VE,9.6612,-68.5827,71.67,99,98,3.71,overcast clouds
385,maiduguri,NG,11.8464,13.1603,86.27,47,37,14.27,scattered clouds
386,verkhoyansk,RU,67.5447,133.385,72.28,27,76,17.22,broken clouds
387,yelizovo,RU,53.1873,158.3805,64.54,36,0,8.95,clear sky
388,kemptville,CA,45.0168,-75.641,73.36,60,44,5.75,scattered clouds
389,bolshoye selo,RU,57.7177,38.9334,47.98,87,3,5.41,clear sky
390,xinmin,CN,41.9908,122.8253,63.91,85,83,10.4,broken clouds
391,ibra,OM,22.6906,58.5334,77.77,68,5,4.41,clear sky
392,portland,US,45.5234,-122.6762,60.46,78,100,12.66,overcast clouds
393,gao,ML,16.6362,1.637,91.33,32,12,3.83,few clouds
394,broome,US,42.2506,-75.833,70.2,83,100,9.22,overcast clouds
395,nemuro,JP,43.3236,145.575,46.36,95,100,18.97,light rain
396,noormarkku,FI,61.5927,21.8685,53.38,82,0,5.75,clear sky
397,conceicao do araguaia,BR,-8.2578,-49.2647,79.5,64,100,3.71,overcast clouds
398,roald,NO,62.5833,6.1333,56.16,87,75,13.8,light rain
399,port blair,IN,11.6667,92.75,77.04,94,75,1.14,mist
400,hervey bay,AU,-25.2986,152.8535,59.02,64,22,13.0,few clouds
401,vikulovo,RU,56.8167,70.6107,53.29,98,77,8.14,broken clouds
402,asosa,ET,10.0667,34.5333,62.53,92,99,2.91,moderate rain
403,dawei,MM,14.0833,98.2,79.0,88,89,2.35,overcast clouds
404,brownsville,US,25.9018,-97.4975,93.2,67,0,20.71,clear sky
405,talnakh,RU,69.4865,88.3972,61.21,40,96,4.03,overcast clouds
406,nabire,ID,-3.3667,135.4833,80.15,83,90,2.93,overcast clouds
407,aden,YE,12.7794,45.0367,87.85,67,49,17.02,scattered clouds
408,tiarei,PF,-17.5333,-149.3333,86.02,69,25,21.16,scattered clouds
409,the pas,CA,53.8251,-101.2541,73.42,53,40,12.66,scattered clouds
410,havre-saint-pierre,CA,50.2334,-63.5986,62.96,55,0,3.44,clear sky
411,kalengwa,ZM,-13.4659,25.0027,50.58,61,4,5.55,clear sky
412,cabo san lucas,MX,22.8909,-109.9124,99.7,32,20,23.02,few clouds
413,takaka,NZ,-40.85,172.8,56.55,78,69,26.53,moderate rain
414,garoua,CM,9.3,13.4,77.34,76,98,4.61,overcast clouds
415,rocha,UY,-34.4833,-54.3333,43.9,93,0,5.59,clear sky
416,saint-pierre,RE,-21.3393,55.4781,72.91,94,75,16.11,mist
417,praia,CV,14.9215,-23.5087,75.74,73,20,8.05,few clouds
418,bako,ET,5.7833,36.5667,63.43,71,46,4.79,scattered clouds
419,narsaq,GL,60.9167,-46.05,48.42,93,99,2.98,overcast clouds
420,ketchikan,US,55.3422,-131.6461,55.87,67,100,11.5,overcast clouds
421,yuxia,CN,34.0615,108.6291,68.61,38,35,4.47,scattered clouds
422,never,FR,46.9896,3.159,65.95,94,47,4.9,scattered clouds
423,sanming,CN,26.2486,117.6186,74.68,99,100,3.89,light rain
424,badarganj,BD,25.674,89.0549,79.5,95,97,10.54,overcast clouds
425,pingyi,CN,35.5006,117.6308,74.79,62,16,7.09,few clouds
426,takab,IR,36.4009,47.1133,61.02,44,1,2.82,clear sky
427,taoudenni,ML,22.6783,-3.9836,94.69,25,41,16.42,scattered clouds
428,mitzic,GA,0.7821,11.549,67.89,98,89,3.47,overcast clouds
429,atambua,ID,-9.1061,124.8925,74.73,66,64,6.15,broken clouds
430,pangody,RU,65.85,74.4859,58.93,75,84,18.86,light rain
431,college,US,64.8569,-147.8028,68.09,46,100,3.44,smoke
432,matadi,CD,-5.8167,13.45,69.73,93,12,2.37,few clouds
433,mananara,MG,-16.1667,49.7667,65.66,85,36,7.61,scattered clouds
434,vila do maio,CV,15.1333,-23.2167,75.99,88,7,9.71,clear sky
435,hinton,CA,53.4001,-117.5857,56.93,73,86,4.25,overcast clouds
436,villa maria,AR,-32.4075,-63.2402,54.82,57,17,12.28,few clouds
437,victoria point,AU,-27.5833,153.3,60.91,67,72,3.0,broken clouds
438,harper,LR,4.375,-7.7169,77.49,80,100,8.68,overcast clouds
439,pandamatenga,BW,-18.5278,25.627,54.68,63,0,4.74,clear sky
440,port lincoln,AU,-34.7333,135.8667,53.94,74,98,11.61,overcast clouds
441,healdsburg,US,38.6105,-122.8692,77.34,51,75,12.66,broken clouds
442,samarai,PG,-10.6167,150.6667,82.83,73,28,9.8,scattered clouds
443,chokwe,MZ,-24.5333,32.9833,59.02,72,0,5.35,clear sky
444,odweyne,SO,9.4092,45.064,74.86,56,73,18.59,broken clouds
445,motala,SE,58.5371,15.0365,51.87,88,19,14.63,few clouds
446,baykit,RU,61.67,96.37,64.36,56,84,0.87,broken clouds
447,half moon bay,US,37.4636,-122.4286,75.11,85,100,18.41,mist
448,lapeer,US,43.0514,-83.3188,76.78,77,75,4.61,broken clouds
449,amazar,RU,53.858,120.875,55.58,98,100,2.95,light rain
450,roma,US,43.2128,-75.4557,67.57,94,100,1.01,overcast clouds
451,santa cruz,BO,-17.8,-63.1667,62.65,45,0,4.61,clear sky
452,boddam,GB,57.4667,-1.7833,48.58,80,18,15.26,few clouds
453,katobu,ID,-4.9408,122.5276,75.81,92,100,0.16,overcast clouds
454,uthal,PK,25.8072,66.6219,82.74,76,36,4.43,scattered clouds
455,rayon,MX,19.1444,-99.5836,66.07,71,68,4.54,broken clouds
456,aykhal,RU,66.0,111.5,60.17,40,21,10.31,few clouds
457,dergachi,RU,51.2328,48.7659,51.58,76,16,7.4,few clouds
458,kabalo,CD,-6.05,26.9167,71.55,57,38,4.85,scattered clouds
459,shetpe,KZ,44.1667,52.1167,72.99,36,71,7.74,broken clouds
460,rafai,CF,4.95,23.9167,67.84,99,90,2.48,overcast clouds
461,whitehorse,CA,60.7161,-135.0538,51.03,93,75,14.97,broken clouds
462,sal rei,CV,16.1833,-22.9167,72.88,87,12,12.64,few clouds
463,batemans bay,AU,-35.7167,150.1833,53.1,56,1,1.52,clear sky
464,kichera,RU,55.9375,110.0997,61.54,48,92,2.37,overcast clouds
465,santa rosa de viterbo,BR,-21.4728,-47.3631,54.57,44,100,1.99,overcast clouds
466,soanierana ivongo,MG,-16.9167,49.5833,65.12,88,54,9.24,broken clouds
467,touros,BR,-5.1989,-35.4608,76.57,83,44,9.28,scattered clouds
468,tarboro,US,35.8968,-77.5358,75.58,94,100,0.0,heavy intensity rain
469,ust-ishim,RU,57.6935,71.1665,53.78,99,79,6.17,broken clouds
470,arlit,NE,18.7369,7.3853,95.63,17,78,7.23,broken clouds
471,mosquera,CO,4.7059,-74.2302,57.29,82,40,6.91,scattered clouds
472,purwodadi,ID,-7.0868,110.9158,77.14,89,100,2.3,overcast clouds
473,sobolevo,RU,54.4299,31.8996,55.69,94,7,6.11,clear sky
474,taguatinga,BR,-12.3857,-46.5711,78.91,42,100,3.2,overcast clouds
475,yen bai,VN,21.7,104.8667,79.81,81,100,1.43,light rain
476,urumqi,CN,43.801,87.6005,81.55,23,0,6.71,clear sky
477,ahtopol,BG,42.1,27.95,67.15,85,89,14.0,overcast clouds
478,jalingo,NG,8.8833,11.3667,75.4,88,95,4.18,overcast clouds
479,northam,GB,51.0333,-4.2167,56.61,83,69,11.23,broken clouds
480,tshikapa,CD,-6.4167,20.8,75.45,43,52,1.92,broken clouds
481,oranjemund,NA,-28.55,16.4333,59.49,58,95,7.67,overcast clouds
482,batticaloa,LK,7.7102,81.6924,80.1,78,100,4.27,overcast clouds
483,santa rosa,PH,14.3122,121.1114,86.11,77,100,4.79,overcast clouds
484,vuktyl,RU,63.8567,57.3094,45.52,48,0,10.27,clear sky
485,yulara,AU,-25.2406,130.9889,54.25,49,0,5.39,clear sky
486,ejido hermosillo,MX,32.5121,-114.9238,113.86,16,0,16.89,clear sky
487,fort-shevchenko,KZ,44.5086,50.263,74.86,54,97,8.32,overcast clouds
488,yurginskoye,RU,56.8189,67.3921,53.19,97,93,8.14,overcast clouds
489,klyuchevskiy,RU,53.5317,119.4519,55.83,90,100,3.8,overcast clouds
490,ambon,ID,-3.6954,128.1814,80.74,15,20,3.44,few clouds
491,gondanglegi,ID,-7.7479,112.0132,77.43,86,96,2.1,overcast clouds
492,kieta,PG,-6.2167,155.6333,84.65,68,26,5.37,light rain
493,santiago,CL,-33.4569,-70.6483,63.28,58,8,10.36,smoke
494,erzin,TR,36.9559,36.2,66.85,89,11,3.4,few clouds
495,magan,ES,39.9683,-3.931,84.29,23,15,11.16,few clouds
496,miyako,JP,39.6367,141.9525,57.97,79,36,11.7,scattered clouds
497,kelowna,CA,49.8831,-119.4857,78.46,22,0,2.3,clear sky
498,bereda,ES,43.2686,-7.5406,62.42,96,100,8.14,overcast clouds
499,cidreira,BR,-30.1811,-50.2056,52.02,68,89,15.95,overcast clouds
500,nichinan,JP,31.6,131.3667,67.68,85,100,9.66,light rain
501,neryungri,RU,56.6709,124.6491,51.91,89,100,2.82,moderate rain
502,slave lake,CA,55.2834,-114.769,62.58,55,0,8.05,clear sky
503,punta alta,AR,-38.8759,-62.0736,52.57,56,97,7.83,overcast clouds
504,panjab,AF,34.388,67.0233,50.54,72,0,2.91,clear sky
505,udimskiy,RU,61.1417,45.9144,44.91,72,37,3.44,scattered clouds
506,valdez,EC,1.2492,-78.9831,78.15,82,66,10.22,broken clouds
507,soure,BR,-0.7167,-48.5233,79.21,80,11,8.59,few clouds
508,forio,IT,40.7342,13.8646,74.52,66,0,1.99,clear sky
509,najran,SA,17.4924,44.1277,81.25,26,86,6.62,overcast clouds
510,kabo,CF,7.6994,18.629,71.15,96,93,3.15,moderate rain
511,cap malheureux,MU,-19.9842,57.6142,69.48,86,84,10.0,moderate rain
512,sioux lookout,CA,50.1001,-91.917,64.47,55,100,3.44,light rain
513,morgan city,US,29.6994,-91.2068,89.01,79,20,10.36,few clouds
514,rosetta,EG,31.4044,30.4164,72.66,79,0,10.31,clear sky
515,yingkou,CN,40.6648,122.2283,67.82,79,90,13.56,light rain
516,tromso,NO,69.6496,18.957,45.37,81,100,6.91,overcast clouds
517,bom jesus,BR,-9.0744,-44.3586,76.08,71,95,2.19,overcast clouds
518,debre birhan,ET,9.6833,39.5333,54.77,58,12,1.57,few clouds
519,lyuban,BY,52.7985,28.0048,56.32,95,19,7.74,few clouds
520,gashua,NG,12.871,11.0482,89.11,39,72,9.84,broken clouds
521,kurilsk,RU,45.2333,147.8833,49.3,77,100,8.03,overcast clouds
522,port shepstone,ZA,-30.7414,30.455,62.89,48,33,6.62,scattered clouds
523,sinnamary,GF,5.3833,-52.95,78.15,85,7,7.4,clear sky
524,ugoofaaru,MV,5.6667,73.0,83.01,76,100,8.16,overcast clouds
525,marzuq,YE,14.4,46.4667,80.64,19,100,4.59,overcast clouds
526,sao joao da barra,BR,-21.6403,-41.0511,68.38,76,96,15.26,overcast clouds
527,oussouye,SN,12.485,-16.5469,78.4,82,33,10.96,scattered clouds
528,oranjestad,AW,12.524,-70.027,82.35,74,20,25.32,few clouds
529,khasan,RU,42.4308,130.6434,55.89,98,100,8.93,overcast clouds
530,san anselmo,US,37.9747,-122.5616,77.14,76,0,23.02,clear sky
531,kotelnikovo,RU,47.6317,43.1461,67.5,53,5,11.83,clear sky
532,tupik,RU,54.4253,119.9327,55.65,92,100,4.76,light rain
533,pombia,IT,45.653,8.6336,73.22,66,0,2.3,clear sky
534,hualmay,PE,-11.0964,-77.6139,63.95,78,27,11.81,scattered clouds
535,chake chake,TZ,-5.2459,39.7666,75.31,78,47,9.13,scattered clouds
536,sakakah,SA,29.9697,40.2064,90.97,26,0,10.6,clear sky
537,bail hongal,IN,15.8167,74.8667,71.65,84,91,12.8,overcast clouds
538,starkville,US,33.4504,-88.8184,93.67,62,20,4.61,few clouds
539,bilma,NE,18.6853,12.9164,92.03,11,10,6.46,clear sky
540,suntar,RU,62.1444,117.6319,60.24,55,22,5.99,few clouds
541,tanah merah,MY,5.8,102.15,78.62,95,99,1.74,overcast clouds
542,marsa matruh,EG,31.3525,27.2453,71.8,73,20,6.91,few clouds
543,belyy yar,RU,53.6039,91.3903,62.49,100,100,0.0,overcast clouds
544,tilichiki,RU,60.4667,166.1,49.41,55,52,0.96,broken clouds
545,ugra,RU,54.7777,34.3267,56.26,96,8,1.45,clear sky
546,atar,MR,20.5169,-13.0499,96.31,9,9,7.47,clear sky
547,skjervoy,NO,70.0311,20.9714,44.6,79,97,5.5,overcast clouds
548,richards bay,ZA,-28.783,32.0377,59.34,66,0,8.9,clear sky
549,evensk,RU,61.95,159.2333,44.1,82,100,5.86,light rain
550,khatra,IN,22.9833,86.85,86.47,50,61,9.15,broken clouds
551,vao,NC,-22.6667,167.4833,71.33,75,100,8.86,overcast clouds
552,juneau,US,58.3019,-134.4197,52.21,88,100,6.91,light rain
553,khani,GE,41.9563,42.9566,56.77,76,84,5.82,broken clouds
554,mezen,RU,65.8522,44.24,54.43,64,100,9.73,overcast clouds
555,ewa beach,US,21.3156,-158.0072,85.98,56,40,17.27,scattered clouds
556,semey,KZ,50.4111,80.2275,71.82,53,0,4.47,clear sky
557,xiamen,CN,24.4798,118.0819,77.25,100,100,2.24,mist
558,bud,US,39.447,-86.1758,82.42,77,68,4.47,broken clouds
559,visnes,NO,59.3556,5.2242,51.85,82,20,14.97,few clouds
560,auki,SB,-8.7676,160.7034,85.05,61,12,2.33,few clouds
561,hazorasp,UZ,41.3194,61.0742,64.24,21,31,3.13,scattered clouds
562,anadyr,RU,64.75,177.4833,55.9,44,0,4.47,clear sky
563,miles city,US,46.4083,-105.8406,63.57,82,100,12.66,overcast clouds
564,sosnovo-ozerskoye,RU,52.5249,111.5418,59.67,53,35,2.35,scattered clouds
565,cutro,IT,39.0353,16.9819,70.65,54,0,5.46,clear sky
566,dhidhdhoo,MV,6.8833,73.1,82.87,71,100,6.29,overcast clouds
567,cayenne,GF,4.9333,-52.3333,81.09,1,0,1.14,clear sky
568,marrakesh,MA,31.6315,-8.0083,84.27,51,40,4.61,scattered clouds
569,markova,UA,48.6758,24.4138,54.43,89,43,3.69,scattered clouds
570,hobyo,SO,5.3505,48.5268,78.44,80,99,24.27,overcast clouds
571,gillette,US,44.2911,-105.5022,63.52,77,40,18.41,scattered clouds
572,sandwick,GB,60.0,-1.25,51.62,87,75,20.71,broken clouds
573,koslan,RU,63.4564,48.8989,45.81,62,75,3.11,broken clouds
574,mayya,RU,61.7333,130.2811,60.12,58,50,5.19,scattered clouds
575,inuvik,CA,68.3499,-133.7218,47.16,68,100,11.5,overcast clouds
576,zhezkazgan,KZ,47.8043,67.7144,69.48,40,46,9.04,scattered clouds
577,lasa,IT,46.6166,10.7002,65.28,63,1,2.93,clear sky
578,derzhavinsk,KZ,51.1,66.3167,61.74,76,55,7.14,broken clouds
579,tashla,RU,51.7716,52.7427,47.8,90,22,7.4,few clouds
580,valley city,US,46.9233,-98.0032,79.32,61,0,4.61,clear sky
581,alugan,PH,12.2188,125.4808,83.08,77,86,5.48,overcast clouds
582,sibolga,ID,1.7427,98.7792,75.58,84,100,3.18,overcast clouds
583,namibe,AO,-15.1961,12.1522,67.41,63,0,6.42,clear sky
584,fougeres,FR,48.35,-1.2,55.26,95,1,6.06,clear sky
585,bose,IT,45.4612,8.0137,72.99,79,46,5.44,light rain
586,asau,RO,46.4333,26.4,63.52,93,54,5.5,broken clouds
587,alappuzha,IN,9.49,76.3264,79.2,80,100,5.46,overcast clouds
588,samfya,ZM,-11.3649,29.5565,53.74,76,0,5.55,clear sky
589,bobo dioulasso,BF,11.1771,-4.2979,73.85,100,20,3.44,few clouds
590,moree,AU,-29.4667,149.85,50.31,64,95,6.89,overcast clouds
591,boca do acre,BR,-8.7522,-67.3978,65.82,77,46,2.91,scattered clouds
592,kholodnyy,RU,62.7167,147.95,55.56,43,2,0.89,clear sky
593,langsa,ID,4.4683,97.9683,73.51,93,100,2.53,overcast clouds
594,gazojak,TM,41.1875,61.4036,75.0,20,16,4.27,few clouds
595,mbamba,NG,9.9833,13.1,74.68,81,87,3.4,overcast clouds
596,pacific grove,US,36.6177,-121.9166,74.39,80,100,13.8,overcast clouds
597,rafsanjan,IR,30.4067,55.9939,81.05,21,35,7.11,scattered clouds
598,port-cartier,CA,50.0334,-66.8654,59.22,76,76,4.92,broken clouds
599,klimovo,RU,52.3805,32.1923,58.59,96,2,6.91,clear sky
600,san quintin,MX,30.4833,-115.95,71.13,71,1,12.97,clear sky
601,clarksburg,US,39.2807,-80.3445,79.25,83,100,3.44,overcast clouds
602,bandarban,BD,22.1965,92.2262,78.12,86,66,2.71,broken clouds
603,morris,US,40.8334,-74.5329,70.25,87,96,4.0,overcast clouds
604,alofi,NU,-19.0595,-169.9187,82.29,74,4,13.8,clear sky
605,trairi,BR,-3.2778,-39.2689,75.96,84,54,5.99,broken clouds
606,kaeo,NZ,-35.1,173.7833,57.43,72,55,21.12,broken clouds
607,nioro,GM,13.35,-15.75,79.63,70,32,9.33,scattered clouds
608,nortelandia,BR,-14.4547,-56.8028,61.38,77,87,3.96,overcast clouds
609,siteki,SZ,-26.45,31.95,68.0,52,0,14.97,clear sky
610,puerto colombia,CO,10.9878,-74.9547,77.09,78,96,8.32,overcast clouds
611,wagga wagga,AU,-35.1167,147.3667,48.61,93,100,3.44,overcast clouds
612,tabou,CI,4.423,-7.3528,77.49,79,95,8.37,overcast clouds
613,hojai,IN,26.0,92.8667,76.84,90,67,3.56,broken clouds
614,mogadishu,SO,2.0371,45.3438,78.48,82,85,19.93,light rain
615,wangqing,CN,43.3218,129.7634,56.52,97,100,4.76,light rain
616,poum,NC,-20.2333,164.0167,75.88,78,100,10.25,overcast clouds
617,saint-paul,RE,-21.0096,55.2707,73.36,78,43,2.24,scattered clouds
618,kathmandu,NP,27.7167,85.3167,68.22,88,75,4.61,mist
619,greytown,ZA,-29.0642,30.5928,44.11,51,2,3.58,clear sky
620,mareeba,AU,-17.0,145.4333,71.47,75,20,3.78,few clouds
621,bara,NG,10.3744,10.7288,77.56,74,77,9.06,broken clouds
622,mingyue,CN,43.1069,128.9217,57.07,93,100,6.38,overcast clouds
623,le port,RE,-20.9373,55.2919,73.26,73,46,5.3,scattered clouds
624,kiunga,PG,-6.1219,141.2906,76.44,93,100,2.66,overcast clouds
625,parrita,CR,9.5201,-84.3225,74.79,92,100,4.09,overcast clouds
626,cruzeiro do sul,BR,-29.5128,-51.9853,48.52,84,0,3.67,clear sky
627,labuhan,ID,-6.8844,112.2051,78.93,86,98,5.64,overcast clouds
628,tadine,NC,-21.55,167.8833,76.39,80,95,5.21,overcast clouds
629,mount isa,AU,-20.7333,139.5,58.77,44,0,10.36,clear sky
630,chadan,RU,51.2833,91.5833,65.08,67,87,0.63,overcast clouds
631,calbuco,CL,-41.768,-73.1273,49.21,75,100,18.54,overcast clouds
632,bakchar,RU,57.0186,82.0711,62.82,81,19,6.89,few clouds
633,gimli,CA,50.6336,-96.9907,59.02,94,99,18.41,overcast clouds
634,tianpeng,CN,30.9866,103.9393,70.27,74,100,3.36,overcast clouds
635,falam,MM,22.9167,93.6833,63.03,91,97,3.42,overcast clouds
636,nikki,BJ,9.9401,3.2108,76.39,71,42,5.46,scattered clouds
637,winslow,US,35.0242,-110.6974,96.98,9,0,20.71,clear sky
638,grobina,LV,56.5352,21.1678,58.78,77,0,1.14,clear sky
639,maceio,BR,-9.6658,-35.7353,74.64,88,20,1.14,few clouds
640,ponta delgada,PT,37.7333,-25.6667,64.51,88,20,10.36,light rain
641,thinadhoo,MV,0.5333,72.9333,84.16,72,100,7.65,overcast clouds
642,nelson bay,AU,-32.7167,152.15,59.0,68,4,3.0,clear sky
643,belogorsk,RU,50.9158,128.4611,68.72,71,100,12.3,overcast clouds
644,male,MV,4.1748,73.5089,82.35,83,75,8.05,broken clouds
645,alakurtti,RU,66.9672,30.3491,51.87,86,100,2.35,overcast clouds
646,matagami,CA,49.7502,-77.6328,57.31,88,100,2.3,overcast clouds
647,soller,ES,39.7662,2.7152,75.85,82,19,2.73,few clouds
648,kangaatsiaq,GL,68.3065,-53.4641,33.22,76,100,25.26,overcast clouds
649,kalianget,ID,-7.05,113.9333,82.2,78,67,9.01,broken clouds
650,saint-augustin,CA,51.226,-58.6502,55.58,70,77,4.92,broken clouds
651,mastic beach,US,40.7668,-72.8521,71.71,89,75,6.91,broken clouds
652,tyubuk,RU,56.0552,60.9405,46.53,95,100,10.31,light rain
653,natal,BR,-5.795,-35.2094,79.02,89,20,4.61,few clouds
654,iisalmi,FI,63.5592,27.1907,47.46,95,30,4.09,scattered clouds
655,staryy nadym,RU,65.6118,72.6842,47.52,84,86,23.96,light rain
656,jatai,BR,-17.8814,-51.7144,56.93,46,99,5.53,overcast clouds
657,sokoni,TZ,-6.4333,39.55,77.83,77,74,16.53,light rain
658,sechura,PE,-5.5569,-80.8222,66.51,72,31,17.34,scattered clouds
659,necochea,AR,-38.5473,-58.7368,49.48,58,88,9.4,overcast clouds
660,goure,NE,13.9835,10.2704,89.02,40,49,7.7,scattered clouds
661,sur,OM,22.5667,59.5289,81.48,84,2,11.01,clear sky
662,gornyy,RU,55.1153,83.9059,62.31,80,94,6.64,overcast clouds
663,nevsehir,TR,38.9167,34.6667,60.01,72,40,5.75,scattered clouds
664,jamame,SO,0.0722,42.7506,76.59,79,46,9.57,scattered clouds
665,lebanon,US,36.2081,-86.2911,89.65,67,92,7.87,overcast clouds
666,port hedland,AU,-20.3167,118.5667,66.25,45,40,8.05,scattered clouds
667,sumbe,AO,-11.2061,13.8437,71.13,71,10,6.49,clear sky
668,neiafu,TO,-18.65,-173.9833,83.08,78,20,9.22,few clouds
669,abha,SA,18.2164,42.5053,68.25,46,0,5.75,clear sky
670,usinsk,RU,65.9939,57.5281,41.94,56,0,9.57,clear sky
671,wladyslawowo,PL,54.7909,18.4009,58.01,79,87,8.19,overcast clouds
672,trelew,AR,-43.249,-65.3051,57.27,22,98,7.74,overcast clouds
673,czersk,PL,53.7959,17.9765,50.47,92,98,1.86,overcast clouds
674,lander,US,42.833,-108.7307,90.41,17,0,16.11,clear sky
675,adrar,MR,20.5022,-10.0711,91.56,18,2,11.54,clear sky
676,urusha,RU,54.05,122.9,56.82,95,100,0.89,overcast clouds
677,grand gaube,MU,-20.0064,57.6608,70.2,86,84,7.0,moderate rain
678,santa vitoria do palmar,BR,-33.5189,-53.3681,47.62,92,1,6.51,clear sky
679,samarinda,ID,-0.5,117.15,76.35,91,81,0.69,light rain
680,tobermory,CA,45.2501,-81.6665,50.41,81,35,9.44,scattered clouds
681,east liverpool,US,40.6187,-80.5773,77.2,75,57,1.99,broken clouds
682,villa carlos paz,AR,-31.4241,-64.4978,59.4,35,6,3.0,clear sky
683,hienghene,NC,-20.6833,164.9333,76.32,74,100,3.6,overcast clouds
684,kaseda,JP,31.4167,130.3167,68.77,90,100,13.76,light rain
685,berdigestyakh,RU,62.0989,126.6992,58.93,53,11,7.2,few clouds
686,sorland,NO,67.667,12.6934,49.86,92,100,13.31,overcast clouds
687,oktyabrskoye,RU,43.0645,44.7417,62.74,82,99,4.47,overcast clouds
688,kassala,SD,15.451,36.4,89.8,38,12,12.33,few clouds
689,ardmore,US,34.1743,-97.1436,97.47,56,0,9.22,clear sky
690,calama,CL,-22.4667,-68.9333,54.09,9,0,10.36,clear sky
691,saint-francois,FR,46.4154,3.9054,65.64,82,0,2.3,clear sky
692,isla mujeres,MX,21.2311,-86.731,86.16,81,5,10.27,clear sky
693,mapiripan,CO,2.8892,-72.1256,69.67,97,99,3.58,overcast clouds
694,el cobre,CU,20.0489,-75.9469,78.04,84,63,3.91,broken clouds
695,pitimbu,BR,-7.4706,-34.8086,75.79,80,6,7.43,clear sky
696,krasnyy chikoy,RU,50.3643,108.7512,61.56,48,37,1.7,scattered clouds
697,zhigansk,RU,66.7697,123.3711,50.68,92,100,3.24,light rain
698,kenderes,HU,47.25,20.6833,64.42,62,0,7.61,clear sky
699,whitianga,NZ,-36.8333,175.7,55.11,78,57,23.4,broken clouds
700,pulivendla,IN,14.4167,78.2333,81.46,56,90,11.05,light rain
701,tazovskiy,RU,67.4667,78.7,55.24,86,99,10.09,moderate rain
702,puerto baquerizo moreno,EC,-0.9,-89.6,71.08,83,77,11.18,broken clouds
703,arman,RU,59.7,150.1667,50.02,78,30,5.99,scattered clouds
704,okhotsk,RU,59.3833,143.3,44.62,86,100,6.4,overcast clouds
705,majene,ID,-3.5403,118.9707,77.41,91,100,7.07,overcast clouds
